file,line_count,sha16,first_line,last_line,wf_mstr_hits,glt_det_hits,insert_log_hits,messagebox_hits,todo_hits
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FFinCSDShareData.designer.vb,869,4010be0650f8690e,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FFinCSDShareData.resx,132,9f5ec3d5d62a83b1,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FFinCSDShareData.vb,1465,9427d63593f4c752,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,34,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FSalesOrder.designer.vb,2227,75b3cbd40103090f,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FSalesOrder.resx,135,241c8fb61eb4e2a3,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FSalesOrder.vb,8840,a3ec4bea9e79592d,﻿Imports Devart.Data.PostgreSql,,13,12,7,137,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FSalesOrderGift.Designer.vb,1369,5a8bd613918e0661,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FSalesOrderGift.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FSalesOrderGift.vb,5250,9123406fc7ae46c9,﻿Imports Devart.Data.PostgreSql,End Class,13,9,5,90,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FSalesOrderShipment.designer.vb,1585,189a00a81787377a,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FSalesOrderShipment.resx,135,2e6ea8baba05aef9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FSalesOrderShipment.vb,4669,2cf38d7c4d198c9b,﻿Imports master_new.PGSqlConn,End Class,0,14,4,72,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FUpdateSO.designer.vb,103,f47694ac80efd8aa,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FUpdateSO.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Sales Order/Transaction/FUpdateSO.vb,79,0b852fb723ec476f,﻿Imports master_new.PGSqlConn,End Class,0,0,1,5,0
Alfa Solution/Alfa.Project/Module/Smart Report/FCashInSmartReport.designer.vb,1043,76b6d79ebd989970,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Smart Report/FCashInSmartReport.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Smart Report/FCashInSmartReport.vb,2579,68bfc918b3557a21,﻿Imports DevExpress.XtraCharts,,0,0,0,11,0
Alfa Solution/Alfa.Project/Module/Smart Report/FSalesSmartReport_API.designer.vb,1146,53fbd22daae1d9ae,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Smart Report/FSalesSmartReport_API.resx,126,e99f9da1e93d2bb9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/Smart Report/FSalesSmartReport_API.vb,2305,2b7f60b84c1c62dd,﻿Imports DevExpress.XtraCharts,,0,0,0,11,0
Alfa Solution/Alfa.Project/Module/___Function Helper/Cls_Bilangan.vb,340,454cda98f8a2eee0,﻿Public Class Cls_Bilangan,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/Module/___Function Helper/ModFunctionSpecial.vb,1695,ddb6b36c645ae9d5,﻿Imports master_new.ModFunction,End Module,0,2,0,2,0
Alfa Solution/Alfa.Project/Module/___Function Helper/function_collection.vb,10375,3c9e46f187bc511c,﻿Imports System.Net.Mail,,3,73,0,263,0
Alfa Solution/Alfa.Project/Module/___Function Helper/function_data.vb,6035,cbc6b5e2cd81d7d5,﻿Imports master_new.ModFunction,End Class,0,0,0,240,0
Alfa Solution/Alfa.Project/My Project/Application.Designer.vb,13,02f379d5724be98e,﻿'------------------------------------------------------------------------------,,0,0,0,0,0
Alfa Solution/Alfa.Project/My Project/AssemblyInfo.vb,35,57e75595d0a881c9,﻿Imports System,"<Assembly: AssemblyFileVersion(""1.0.0.0"")>",0,0,0,0,0
Alfa Solution/Alfa.Project/My Project/Resources.Designer.vb,63,ea8b56befa82024f,﻿'------------------------------------------------------------------------------,End Namespace,0,0,0,0,0
Alfa Solution/Alfa.Project/My Project/Resources.resx,127,2cd041a031a7b528,"﻿<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/My Project/Settings.Designer.vb,171,ba5764a03d6bc9d2,﻿'------------------------------------------------------------------------------,End Namespace,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FAccountSearch.Designer.vb,122,ada1ee880cfab68e,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FAccountSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FAccountSearch.vb,495,a1dff99e5d50ff67,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FAddressTypeSearch.Designer.vb,86,255e6e5d06b69804,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FAddressTypeSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FAddressTypeSearch.vb,59,19e24d9622c66706,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FBranchSearch.Designer.vb,154,d78235b2bae731b2,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FBranchSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FBranchSearch.vb,91,a762e43c1382c80a,﻿Public Class FBranchSearch,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FCodeSearch.designer.vb,122,75ed6a7a624cbc64,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FCodeSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FCodeSearch.vb,146,4cc73032fe194a5d,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FComCurrencySearch.designer.vb,123,af5f16eb7c02dfd0,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FComCurrencySearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FComCurrencySearch.vb,78,8f9609f4e6837218,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FCostCenterSearch.Designer.vb,156,2481db428c41e261,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FCostCenterSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FCostCenterSearch.vb,117,702b2b3269ac521f,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FCustomerGroupSearch.Designer.vb,86,6cf25313b8914f0c,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FCustomerGroupSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FCustomerGroupSearch.vb,70,3d31e958219776fc,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FDeliverySearch.Designer.vb,192,43e990386e01a9d2,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FDeliverySearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FDeliverySearch.vb,111,e977fe666e083bd9,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FEntitySearch.Designer.vb,122,ea41fa8b98b07cd8,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FEntitySearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FEntitySearch.vb,93,76e6434a7ac339cb,﻿Public Class FEntitySearch,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FFakturPajakSearch.Designer.vb,188,e0e2a8cfd02fed7c,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FFakturPajakSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FFakturPajakSearch.vb,203,f3c41d1102a9721f,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FFinCSDSearch.designer.vb,164,f6cf5b9114e8661c,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FFinCSDSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FFinCSDSearch.vb,101,de3a59fe7c3b55e7,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FFunctionCPSearch.Designer.vb,86,3c7b7b7573a88d6f,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FFunctionCPSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FFunctionCPSearch.vb,59,ff9d5ca47e4ee126,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FInstitutionSearch.Designer.vb,165,8d12f90346394370,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FInstitutionSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FInstitutionSearch.vb,74,4a317e41ab328941,﻿Public Class FInstitutionSearch,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FInventoryRequestSearch.Designer.vb,192,ea577585f13fb128,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FInventoryRequestSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FInventoryRequestSearch.vb,558,58a78ec6f990978a,﻿Imports master_new.ModFunction,End Class,0,0,0,4,0
Alfa Solution/Alfa.Project/__Browse References/FInvoiceSearch.designer.vb,214,707fbb59e82a3b7a,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FInvoiceSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FInvoiceSearch.vb,280,2fd4cd5aafe130d1,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FItemSubsSearch.designer.vb,154,7cf7ca6c074cd980,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FItemSubsSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FItemSubsSearch.vb,84,76b92b72fe575c72,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FListARInvoiceSearch.designer.vb,91,d58cc9ad19754700,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FListARInvoiceSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FListARInvoiceSearch.vb,58,c66b2e9efa3900d2,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FLocationSearch.Designer.vb,122,17cdd0aab4c8075a,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FLocationSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FLocationSearch.vb,753,0c5af79e7efb3fd0,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FLotSerialSearch.designer.vb,136,de8082f4548ec88c,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FLotSerialSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FLotSerialSearch.vb,149,882403e9f326621e,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPOCustomerSearch.designer.vb,188,49fa3c94d7e74953,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPOCustomerSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPOCustomerSearch.vb,364,7edfc2a241883bea,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPPNTypeSearch.Designer.vb,94,1582fbd6b99e1126,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPPNTypeSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPPNTypeSearch.vb,50,afa39eae25a27662,﻿Public Class FPPNTypeSearch,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPTBOMSrch.Designer.vb,126,3431452eccdfcd0f,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPTBOMSrch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPTBOMSrch.vb,213,c773356c68a48af4,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPackagingSearch.designer.vb,122,c056b4b092903f71,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPackagingSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPackagingSearch.vb,126,2620c8b0af55be8c,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPartNumberSearch.Designer.vb,123,88c35df9e2fa7966,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPartNumberSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPartNumberSearch.vb,2555,1c446b601b99a6dd,﻿Imports master_new.ModFunction,End Class,0,0,0,2,0
Alfa Solution/Alfa.Project/__Browse References/FPartnerSearch.Designer.vb,166,9a1c8d3eeba8c039,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPartnerSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPartnerSearch.vb,478,4e9589a2e73ec629,﻿Imports master_new.ModFunction,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/__Browse References/FProdStrucSearch.designer.vb,154,4f8dc88aaf7a5bd8,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FProdStrucSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FProdStrucSearch.vb,277,52dd6e94b71ab057,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FProjectAccountSearch.Designer.vb,156,7121773863d97ac2,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FProjectAccountSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FProjectAccountSearch.vb,237,e3ad3d882bc69ad9,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPurchaseOrderSearch.designer.vb,187,5af563410f52cc47,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPurchaseOrderSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPurchaseOrderSearch.vb,1040,d712c97ccfce51e5,﻿Imports master_new.ModFunction,End Class,0,0,0,5,0
Alfa Solution/Alfa.Project/__Browse References/FPurchaseReceiptScaleSearch.Designer.vb,192,b790d8e010ef603a,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPurchaseReceiptScaleSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPurchaseReceiptScaleSearch.vb,74,91fc9da6cfcb2be4,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPurchaseReceiptSearch.Designer.vb,192,2f74308e70b0ddd9,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPurchaseReceiptSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FPurchaseReceiptSearch.vb,118,bfca18242b59f52e,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FQuotationSearch.Designer.vb,125,8247910b87e1ec9a,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FQuotationSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FQuotationSearch.vb,304,b3a0f5dc6618a8cb,﻿Imports master_new.ModFunction,End Class,0,0,0,1,0
Alfa Solution/Alfa.Project/__Browse References/FReasonCodeReturnSearch.Designer.vb,155,455b40729e8619a5,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FReasonCodeReturnSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FReasonCodeReturnSearch.vb,66,374da6583f6d34fd,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FRequisitionSearch.Designer.vb,228,e62f7c5bfd254da8,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FRequisitionSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FRequisitionSearch.vb,772,bee4667c344260a6,﻿Imports master_new.ModFunction,,0,0,0,2,0
Alfa Solution/Alfa.Project/__Browse References/FRoutingSearch.designer.vb,122,58549f9584926874,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FRoutingSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FRoutingSearch.vb,60,e8d0adb64b593abf,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSOGiftRequestSearch.designer.vb,192,f5b2a93982b89c73,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSOGiftRequestSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSOGiftRequestSearch.vb,255,e872e07881f2c487,﻿Imports master_new.ModFunction,End Class,0,0,0,2,0
Alfa Solution/Alfa.Project/__Browse References/FSalesOrderDetailSearch.designer.vb,204,08a0e37354a7f4e6,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSalesOrderDetailSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSalesOrderDetailSearch.vb,143,666316522d6f65b2,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSalesOrderRecapSearch.designer.vb,192,bb2250c25eb7f530,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSalesOrderRecapSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSalesOrderRecapSearch.vb,418,68aa7ac74cc375e0,﻿Imports master_new.ModFunction,End Class,0,0,0,3,0
Alfa Solution/Alfa.Project/__Browse References/FSalesOrderSearch.Designer.vb,204,28e0b02190a6aad3,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSalesOrderSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSalesOrderSearch.vb,2255,a7b51342be311312,﻿Imports master_new.ModFunction,End Class,0,0,0,11,0
Alfa Solution/Alfa.Project/__Browse References/FSalesOrderShipmentSearch.Designer.vb,192,9a600ba33eec8446,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSalesOrderShipmentSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSalesOrderShipmentSearch.vb,156,3e0471033dc5bf02,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSalesPersonSearch.designer.vb,87,413b22676b413692,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSalesPersonSearch.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FSalesPersonSearch.vb,72,86124913497305c4,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FTaxClassSearch.Designer.vb,157,d7f25f97a39feb57,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Alfa Solution/Alfa.Project/__Browse References/FTaxClassSearch.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
